record_id,name,canonical_name,canonical_url,status,status_as_of,hq_country,operating_regions,founding_year,entity_type,business_model,cohort_or_ecosystem,primary_lifecycle,secondary_lifecycle,category,maturity,evidence_grade,jcx_relevance,relevance_tier,scale_signal,tech_strategy,innovation_model,named_initiatives,headline_claim,claim_type,caveats,source_urls,last_verified,source_datasets,merged_record_count,status_conflict,identity_note
org-barikoi-0f8853c,Barikoi,Barikoi,https://barikoi.com/,active,2026-08-30,Bangladesh,Bangladesh-Singapore-GCC,2017,private-startup,API-SaaS-enterprise,Iterative-IDLC-AcceliCITY,site-selection-location,logistics-address-normalization,geospatial-APIs,early-growth,B/A,maps-address-catchments-delivery,A/B,,,,,local-mapping-infrastructure-and-IDLC-investment,company-plus-investor,not-a-title-verifier-test-accuracy-and-data-rights,https://barikoi.com/|https://www.crunchbase.com/organization/barikoi|https://www.linkedin.com/posts/idlc-asset-management-limited_idlc-venture-capitalhas-made-an-equity-investment-activity-7196948544384098304-EgcV,2026-08-30,regional_companies_agent.csv,1,false,
org-vextrus-988c4a5,Vextrus,Vextrus,https://www.vextrus.com/,active,2026-08-30,Bangladesh,Bangladesh,2026,private-startup,subscription-SaaS,local-KUET-founders,land-JV-project-procurement-accounting,sales-collections-HR-tax,AI-developer-ERP,early-stage,B/D,unified-JCX-OS-pilot,A/B,,,,,24-agents-and-savings-are-company-claims,company-claim,validate-references-security-export-uptime,https://www.vextrus.com/|https://bd.linkedin.com/company/vextrus,2026-08-30,regional_companies_agent.csv,1,false,
org-99-group-12db5df,99-Group,99-Group,https://www.99.co/,active,2026-08-30,Singapore,Singapore-Indonesia,2014,private-growth,advertising-subscriptions-data,East-Ventures-Sequoia-Gaw,property-discovery-advertising,market-intelligence-valuation-finance,SEA-portal-data,scale,B,acquisition-integration-data,B,,,,,US17m-2023-revenue-CAGR-company-claims,company-pages,unknown,https://www.99.co/|https://www.99.co/about-us|https://www.99.co/about-us/indonesia,2026-08-30,regional_companies_agent.csv,1,false,
org-accor-ce52bb6,Accor,Accor,https://group.accor.com/en/,active,2026-08-30,France,Global Europe MENA Asia-Pacific,1967,"asset-light hotel, residence, rental, workspace and experience platform","digital guest interaction, loyalty, hospitality operations and sustainability reporting",Independent,D/S/H/O/E/F,F,global multi-segment hospitality platform,scale platform,B,"Completes the Europe/MENA/global hospitality comparison across hotels, residences, rentals, workspaces and experiences",B,,,,,2025 Universal Registration Document filed March 2026; 57% of hotels eco-certified at end-2025,official universal registration document,Named digital initiatives require deeper extraction; eco-certification is not technology ROI,https://group.accor.com/en/|https://group.accor.com/en/documents-publications|https://group.accor.com/en/finance/esg-reporting-ratings|https://assets.group.accor.com/yrj0orc8tx24/dwdklcBVai21ztMLgb3A5/e53a5c4937c07351b855819fd097b8a6/ACCOR_DEU2025_MEL_US_270326.pdf,2026-08-30,operator_coverage_additions.csv,1,false,
org-agave-d371575,Agave,Agave,https://www.ycombinator.com/companies/agave,active,2026-08-30,United States,United States,2022,private startup,API SaaS,Y Combinator W2022,L5 Construction,L3 Capital/finance,financial operations APIs and AI for construction,scaleup,A,Medium,B,,,,,YC describes integration rails and AI for invoicing expenses compliance billing and other construction financial workflows; YC page reports 500+ customers,company-reported scale via YC description,Customer and profitability claims are YC-directory statements; accounting APIs and tax rules are jurisdiction-specific.,https://www.ycombinator.com/companies/agave,2026-08-30,coverage_gap_additions.csv,1,false,
org-ai-realestate-d2e60f1,Ai.realestate,Ai.realestate,,cohort-selected,2026-08-30,United States,United States,Unknown,Company,SaaS/AI,NAR REACH US Residential 2026,Sales,Data,Real-estate data intelligence,Early,A,Medium,B,,,,,Unifies internal and property/mortgage/client intelligence for sales teams,Cohort selection/self-description,No independent outcomes or Bangladesh fit yet,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30,proptech_startups_agent.csv,1,false,
org-asano-7c359e8,Asano,Asano,,cohort-selected,2026-08-30,United Arab Emirates,UAE/Middle East,Unknown,Company,SaaS/data,NAR REACH Middle East 2026,Land,Finance,Development intelligence,Early,A,Medium,B,,,,,Unifies financial development and spatial data for capital planning,Cohort selection/self-description,Middle East/local-data fit needs verification,https://www.nar-reach.com/news,2026-08-30,proptech_startups_agent.csv,1,false,
org-assembly-hoa-ccdf571,Assembly HOA,Assembly HOA,https://www.ycombinator.com/companies/assembly-hoa,active,2026-08-30,United States,United States,2024,private startup,managed service plus software,Y Combinator S2024,L8 Property operations,L7 Occupancy,AI-native HOA management and community operations,early-growth,A,Medium,B,,,,,"YC describes AI-enabled HOA management, routine-task automation and resident/board transparency",YC company description,"Service business plus software; HOA governance, legal duties and trust require human accountability.",https://www.ycombinator.com/companies/assembly-hoa,2026-08-30,coverage_gap_additions.csv,1,false,
org-association-online-7880320,Association Online,Association Online,,cohort-selected,2026-08-30,United States,United States,Unknown,Company,SaaS,NAR REACH US Residential 2026,Transaction,Legal,HOA data/transparency,Early,A,Low,B,,,,,HOA data and transparency to reduce closing delays and risk,Cohort selection/self-description,US HOA context and no independent outcomes,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30,proptech_startups_agent.csv,1,false,
org-automax-ai-d3cbf41,Automax.ai,Automax.ai,https://www.ycombinator.com/companies/automax-ai,active,2026-08-30,United States,United States,Unknown,Company,AI SaaS,YC F2025,Land,Finance,AI appraisal,Very early,A,Medium,B,,,,,LiDAR/computer vision appraisal in under 20 minutes,YC self-description,US Fannie/Freddie compliance and very early,https://www.ycombinator.com/companies/automax-ai,2026-08-30,proptech_startups_agent.csv,1,false,
org-avalonbay-communities-7170354,AvalonBay Communities,AvalonBay Communities,https://investors.avalonbay.com/,active,,United States,United States,,multifamily REIT,,,S/H/O/E,,,,C,Institutional multifamily operations benchmark,B,Public multifamily REIT,"Digital leasing, resident services, smart home and energy analytics to verify",Internal operations and vendors,Unknown—verify products,Unknown,unknown,Primary filing review required,https://investors.avalonbay.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-averyiq-55a4cc0,AveryIQ,AveryIQ,https://www.ycombinator.com/companies/averyiq,active,2026-08-30,United States,United States,Unknown,Company,AI SaaS,YC W2024,Operations,Sales,AI property manager,Early,A,Medium,B,,,,,AI leasing and maintenance contact center,YC self-description,Bangla voice vendors escalation and privacy,https://www.ycombinator.com/companies/averyiq,2026-08-30,proptech_startups_agent.csv,1,false,
org-biomason-5aaaaad,Biomason,Biomason,https://biomason.com/,active,2026-08-30,United States,United States and Europe,2012,private materials technology company,technology partnerships manufacturing and licensing,2150,L10 ESG climate and resilience,L5 Construction delivery,biotechnology-derived cement and concrete binder,commercial demonstration,A,Adds a biology-based cement pathway and a concrete-producer partnership model to the low-carbon materials comparison,B,,,,,Biomason uses microorganisms to form calcium-carbonate biocement and reports current production with IBF at a Denmark factory qualified in 2023.,official product and deployment description,"Carbon, performance and factory claims are company-reported; assess product standards, local feedstocks, capacity and economics before comparison with conventional cement.",https://biomason.com/|https://biomason.com/biocement|https://www.2150.vc/investments/biomason,2026-08-30,final_residual_additions.csv,1,false,
org-bricks-fund-tokyo-f018f4a,BRICKS FUND TOKYO,BRICKS FUND TOKYO,https://bricks-fundtokyo.com/,active,,Japan,Japan global,,developer-led CVC,,,L/S/H/O,,,,B,Urban-platform partnership model,B,Mitsubishi Estate CVC; fund size not extracted,Invests in social-impact and industrial-restructuring startups,CVC jointly managed with Prime Partners,Mellow; IVRy; OptQC; MOZU,No portfolio-level ROI disclosed,observed,Property deployment metrics sparse,https://bricks-fundtokyo.com/|https://www.mec.co.jp/ir/library/2023/1Q/irpresentation2023_2.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-brokerbot-ae596f6,BrokerBot,BrokerBot,,cohort-selected,2026-08-30,United States,United States,Unknown,Company,AI SaaS,NAR REACH US Residential 2026,Sales,Operations,AI brokerage teammates,Early,A,Medium,B,,,,,AI admin support training compliance and agent guidance,Cohort selection/self-description,Integration and human-oversight diligence,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30,proptech_startups_agent.csv,1,false,
org-brookfield-5b2c313,Brookfield,Brookfield,https://www.brookfield.com/,active,,Canada,Global,,real assets owner manager,,,F/O/E,,,,A,Capital allocation and energy/data-centre case,B,2025 report frames multi-trillion AI infrastructure opportunity,Invests in physical backbone for AI and digital infrastructure,Institutional capital and operating platforms,AI backbone; data centres; power; fibre,Brookfield estimates $7tn AI value-chain capital need over decade; market thesis,company-reported,"$7tn is thesis estimate, not Brookfield commitment",https://www.brookfield.com/|https://www.brookfield.com/2025-brookfield-corporation-annual-report,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-buildmart-a61bcf7,BuildMart,BuildMart,https://buildmart.com.bd/,active,2026-08-30,Bangladesh,Bangladesh,Unknown,private-initiative,marketplace-supplier-leads,Buildcon-Bangladesh,materials-sourcing-RFQ,professional-services-cost-calculators,construction-marketplace,early-stage,B/D,test-RFQ-and-verified-materials,B,,,,,verification-and-integration-not-audited,company-page,unknown,https://buildmart.com.bd/|https://buildmart.com.bd/pages/about-us,2026-08-30,regional_companies_agent.csv,1,false,
org-built-robotics-e09ff21,Built Robotics,Built Robotics,https://www.builtrobotics.com/,active,2026-08-30,United States,North America,2016,private startup,robotics hardware plus software,Independent,L5 Construction,L1 Land/site,autonomous construction equipment and excavation systems,scaleup,B,Medium,B,,,,,Develops autonomous construction equipment to automate earthmoving and jobsite work,company product description,"Autonomy in live jobsites has safety, supervision, equipment and insurance requirements; validate deployments, not demonstrations.",https://www.builtrobotics.com/,2026-08-30,coverage_gap_additions.csv,1,false,
org-cbre-42561ee,CBRE,CBRE,https://www.cbre.com/,active,,United States,Global,,services brokerage facilities capital markets,,,F/S/O/E,,,,A,Disciplined ROI-gate and service-led implementation benchmark,B,Global CRE services platform,"AI in back office, research, transactions, development and maintenance",Internal AI/product investment and service integration,AI research; proactive maintenance workflows,No broad portfolio AI ROI disclosed,observed,Strategy disclosure is stronger than product outcomes,https://www.cbre.com/|https://ir.cbre.com/financial-reports/sec-filings/content/0001193125-26-141311/2025_ars_filing_4-3-26.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-chestnut-7e1617e,Chestnut,Chestnut,https://www.ycombinator.com/companies/chestnut,active,2026-08-30,United States,United States,Unknown,Company,Fintech/AI,YC P2025,Finance,Transaction,AI mortgage lender,Very early,A,Medium,B,,,,,YC says licensed in Texas/Colorado and claims 0.5%+ savings,YC self-description,Licensing/credit risk and claim verification,https://www.ycombinator.com/companies/chestnut,2026-08-30,proptech_startups_agent.csv,1,false,
org-clau-d85bf61,Clau,Clau,https://www.ycombinator.com/companies/clau,active,2026-08-30,Mexico,Mexico,2020,private startup,marketplace SaaS and financial intermediation,Y Combinator S2020,L6 Marketing/sales,L3 Capital/finance/L9 Portfolio,real-estate super-app marketplace CRM mortgage and data,scaleup,A,Medium,B,,,,,"YC describes a Mexican marketplace, broker CRM, mortgage brokerage, renovation services and residential data layer",YC company description,YC directory description is not an audited operating or customer outcome report; current product breadth and licensing need recheck.,https://www.ycombinator.com/companies/clau,2026-08-30,coverage_gap_additions.csv,1,false,
org-daiwa-house-867bffd,Daiwa House,Daiwa House,https://www.daiwahouse.com/English/,active,,Japan,Japan global,,industrialised homebuilder developer,,,D/C/H/O/E,,,,C,Industrialised construction comparator,B,Large Japanese housing and real-estate group,"Factory production, modularity, smart-home and lifecycle maintenance to verify",Internal R&D and industrialised construction,Unknown—verify products,Unknown,unknown,Product-level outcomes not extracted,https://www.daiwahouse.com/English/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-dlf-dccdl-26bceb7,DLF / DCCDL,DLF / DCCDL,https://www.dlf.in/,active,,India,India,,office retail residential developer operator,,,O/H/E,,,,A,Commercial workplace and smart-infrastructure benchmark,B,DCCDL Cyber City portfolio,"Tech-enabled workplace connectivity, ESG and water",WiredScore certification and internal asset operations,DLF Cyber City; WiredScore,Certification indicates connectivity readiness; no tenant productivity ROI,observed,"Certification is readiness, not performance",https://www.dlf.in/|https://www.dlf.in/dccdl/annual-docket/DCCDL_Annual_Report_FY_2024_25.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-e-hishabi-b51c1b7,E-Hishabi,E-Hishabi,https://ehishabi.com/,unclear,2026-08-30,Bangladesh,Bangladesh,Unknown,private-software-company || Company,subscription-implementation || SaaS,local-ERP-vendor || Independent,land-sales-collections || Operations,procurement-construction-HR-accounts || Finance,real-estate-ERP || Developer ERP/booking,early-stage || Early,D,compare-local-ERP || Medium,B,,,,,customer-count-and-outcomes-not-published || Real-estate developer booking/installment software claim,company-product-page || Company self-description,unknown || Request named references uptime APIs and exports,https://ehishabi.com/,2026-08-30,proptech_startups_agent.csv|regional_companies_agent.csv,2,true,
org-elyos-ai-90065ff,Elyos AI,Elyos AI,https://elyos.ai/,active,2026-08-30,United Kingdom,UK and Europe,2023,private startup,AI SaaS and workflow automation,Pi Labs,L5 Construction,L8 Property operations,autonomous AI agents for trades and field services,early-growth,A,Medium,B,,,,,Pi Labs lists Elyos AI as fully autonomous AI agents for trades and field services,ecosystem product description,"Early-stage product and safety claims need live customer evidence, human approval controls and clear liability boundaries.",https://elyos.ai/|https://pilabs.vc/portfolio?sort=date_desc,2026-08-30,coverage_gap_additions.csv,1,false,
org-equity-residential-15dcba6,Equity Residential,Equity Residential,https://www.equityapartments.com/,active,,United States,United States,,multifamily REIT,,,S/H/O/E,,,,C,Resident-experience comparator,B,Public multifamily REIT,Digital resident experience and operations to verify,Internal operations and vendors,Unknown—verify products,Unknown,unknown,Primary filing review required,https://www.equityapartments.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-estate-intel-539a151,Estate Intel,Estate Intel,https://estateintel.com/,active,2026-08-30,Nigeria,Africa,2014,private company,data subscriptions reports and custom research,MetaProp/Independent,L1 Land/site,L3 Capital/finance/L9 Portfolio,real-estate market intelligence and project data,growth,A,Medium,B,,,,,Property and construction database covering historic prices vacancy project teams and project tracking; official site reports 120+ subscribing companies,company-reported customer and product claim,"Customer count and database coverage are company claims; validate data provenance, update cadence and local representativeness.",https://estateintel.com/|https://estateintel.com/insights/this-is-ei-pro-more-affordable-access-to-real-estate-data,2026-08-30,coverage_gap_additions.csv,1,false,
org-fbr-hadrian-x-b896b3f,FBR / Hadrian X,FBR / Hadrian X,https://www.fbr.com.au/,active,2026-08-30,Australia,Australia and United States,1994,public company,robotics hardware licensing and construction services,Public,L5 Construction,L10 ESG,autonomous bricklaying and construction robotics,scaleup,A,Medium,B,,,,,ASX-listed FBR develops Hadrian autonomous bricklaying and reports speeds up to 360 blocks per hour on its product page,company product description,"Throughput is not the same as completed-house cost or quality; block supply, site setup, local standards and workforce model are decisive.",https://www.fbr.com.au/|https://www.fbr.com.au/view/hadrian,2026-08-30,coverage_gap_additions.csv,1,false,
org-first-street-foundation-first-street-ff7010b,First Street Foundation / First Street,First Street Foundation / First Street,https://firststreet.org/,active,2026-08-30,United States,United States,unknown,nonprofit,data subscriptions API and research partnerships,Independent,L10 ESG,L1 Land/site/L2 Feasibility/L3 Capital/finance,public-data building-level physical climate risk platform and API,growth,B,Medium-high,B,,,,,First Street provides per-location flood wildfire heat and wind risk scores and building-level damage estimates for property decisions,official product description,"Primarily U.S.-focused; model uncertainty, coverage and distribution history require explicit caveats",https://firststreet.org/|https://help.firststreet.org/hc/en-us/articles/9680350042903-First-Street-FAQ|https://docs.firststreet.org/api/climate-risk-api/getting-started|https://docs.firststreet.org/api,2026-08-30,enterprise_platform_additions.csv,1,false,
org-flexdesk-024af53,FlexDesk,FlexDesk,https://www.ycombinator.com/companies/flexdesk,active,2026-08-30,United States,United States,2023,private startup,enterprise SaaS,Y Combinator W2023,L9 Portfolio,L7 Occupancy,AI corporate real-estate portfolio workflow,early-growth,A,Medium,B,,,,,YC describes agents that execute fragmented corporate real-estate back-office and portfolio workflows; customer examples include Reddit and Confluent,YC company description,"Customer and automation claims are directory statements; integration, procurement and data-security requirements are enterprise-heavy.",https://www.ycombinator.com/companies/flexdesk,2026-08-30,coverage_gap_additions.csv,1,false,
org-frasers-property-a09bfaa,Frasers Property,Frasers Property,https://www.frasersproperty.com/,active,,Singapore,Asia Australia Europe,,developer owner operator REIT sponsor,,,L/S/H/O/E,,,,C,APAC mixed-use and logistics comparator,B,Multi-asset global platform,"Digital customer platforms, logistics and smart buildings to verify","Asset manager, REITs and partnerships",Unknown—verify products,Unknown,unknown,Primary report review required,https://www.frasersproperty.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-gic-09508e5,GIC,GIC,https://www.gic.com.sg/,active,,Singapore,Global,,sovereign institutional investor,,,F/E,,,,C,Long-horizon capital comparator,B,Large sovereign investor,"Digital infrastructure, data and climate analytics to verify",Long-term institutional co-investment,Unknown—verify PropTech portfolio,Unknown,unknown,Exposure may be indirect through funds,https://www.gic.com.sg/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-gojom-1727459,GoJom,GoJom,https://www.ycombinator.com/companies/gojom,active,2026-08-30,Peru,Latin America,2022,private startup,marketplace and transaction fees,Y Combinator W2022,L6 Marketing/sales,L3 Capital/finance/L7 Occupancy,one-stop real-estate marketplace and transaction services,early-growth,A,Medium,B,,,,,YC describes a faster way to buy sell and rent property across Latin America using technology and machine learning,YC company description,"Early-stage directory evidence; verify countries, licensing, transaction volume and current operations before relying on it.",https://www.ycombinator.com/companies/gojom,2026-08-30,coverage_gap_additions.csv,1,false,
org-goldbridge-afb37b0,Goldbridge,Goldbridge,https://www.ycombinator.com/companies/goldbridge,active,2026-08-30,United States,United States,Unknown,Company,Fintech/AI,YC F2025,Finance,Operations,Owner banking AI,Very early,A,Medium,B,,,,,AI banking platform for real-estate owners,YC self-description,Unverified market/funding claims and banking regulation,https://www.ycombinator.com/companies/goldbridge,2026-08-30,proptech_startups_agent.csv,1,false,
org-goodman-56241ae,Goodman,Goodman,https://www.goodman.com/,active,,Australia,Global,,logistics industrial data-centre owner developer,,,L/O/E,,,,C,Industrial/data-centre comparator,B,Global logistics and data-centre platform,"Automation-ready logistics, renewables and data centres",Integrated developer/operator and partnerships,Unknown—verify initiatives,Unknown,unknown,Separate customer automation from owner technology,https://www.goodman.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-greystar-19b2aa9,Greystar,Greystar,https://www.greystar.com/,active,,United States,Global,,multifamily owner operator developer,,,S/H/O/F,,,,C,Rental operations comparator,B,Large global rental housing platform,"Digital leasing, resident experience, smart access and maintenance to verify",Internal platform and vendor partnerships,Unknown—verify products,Unknown,unknown,Do not publish unverified AI claims,https://www.greystar.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-growthpoint-properties-2bd3863,Growthpoint Properties,Growthpoint Properties,https://growthpoint.co.za/,active,2026-08-30,South Africa,Africa South Africa Australia Europe,1987,"REIT, owner/operator and funds manager","retail, office, logistics, healthcare, student, mixed-use, smart meters and predictive maintenance",Independent,L/S/H/O/E,F,African diversified REIT and asset manager,scale operator,B,Corrects the Africa portal bias with a real owner/operator and concrete smart-building utility/maintenance examples,B,,,,,"FY2025 reporting describes 475 properties and smart meters, leak detection, remote monitoring and predictive maintenance",official annual/ESG reporting,Portfolio and operational claims are company-reported; separate SA group from Growthpoint Australia,https://growthpoint.co.za/|https://growthpoint.co.za/wp-content/uploads/2025/10/2025-Environmental-Social-and-Governance-Report.pdf|https://growthpoint.co.za/pressoffice/growth-trajectory|https://sharedata.co.za/v2/Scripts/Glossies.aspx?c=GRT,2026-08-30,operator_coverage_additions.csv,1,false,
org-haven-property-operations-42e9d8a,Haven,Haven,https://www.ycombinator.com/companies/haven-2,active,2026-08-30,United States,United States,Unknown,Company,AI SaaS,YC W2023,Operations,Customer,AI property management,Early,A,Medium,B,,,,,AI maintenance diagnosis dispatch and follow-up,YC self-description,Local vendors language and liability,https://www.ycombinator.com/companies/haven-2,2026-08-30,proptech_startups_agent.csv,1,false,Potential same-name collision split by cohort/category.
org-henry-3eca10f,Henry,Henry,https://www.ycombinator.com/companies/henry-2,active,2026-08-30,United States,United States,Unknown,Company,AI SaaS,YC S2024,Sales,Data,CRE broker AI,Early,A,Medium,B,,,,,Generates CRE presentations and financial models,YC self-description,Data licensing and hallucination risk,https://www.ycombinator.com/companies/henry-2,2026-08-30,proptech_startups_agent.csv,1,false,
org-hines-5178409,Hines,Hines,https://www.hines.com/,active,,United States,Global 30 countries/territories,,investment manager developer operator,,,L/D/C/O/E,,,,A,Pilot governance and venture-building benchmark,B,30 countries/territories; 27 Timber Transit Technology buildings in 2024 report,"Pilots/scales technology, financing models and sustainable practices",Global Ventures; Office of Innovation; Fifth Wall,CQuel; Fabrik; Varuna; T3,No portfolio-wide PropTech ROI disclosed,observed,Public evidence stronger on governance than product detail,https://www.hines.com/|https://www.hines.com/globalventures|https://www.hines.com/2024-sustainability-report-full-report|https://hines-assets.s3.amazonaws.com/documents/Hines-2018-Sustainability-Report.-FINAL_190925_181950.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-holox-0928a35,HoloX,HoloX,,cohort-selected,2026-08-30,United Arab Emirates,Middle East,Unknown,Company,SaaS,NAR REACH Middle East 2026,Sales,Design,Digital twins for off-plan sales,Early,A,Medium,B,,,,,Interactive 3D experiences for master plans,Cohort selection/self-description,Data capture export and local support unknown,https://www.nar-reach.com/news,2026-08-30,proptech_startups_agent.csv,1,false,
org-hongkong-land-9ed857e,Hongkong Land,Hongkong Land,https://www.hkland.com/,active,,Hong Kong,Hong Kong China Asia,,developer owner operator,,,H/O/E,,,,C,Asia mixed-use owner comparator,B,Premium commercial/residential portfolio,Smart building and tenant operations to verify,Internal asset management and partnerships,Unknown—verify initiatives,Unknown,unknown,Primary annual report review required,https://www.hkland.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-houseafrica-4dd17a3,HouseAfrica,HouseAfrica,https://houseafrica.io/,unclear,2026-08-30,Nigeria,Africa,2019,private startup,platform fees and investment services,Independent,L1 Land/site,L3 Capital/finance/L6 Marketing/sales,land verification digital title and fractional property platform,early-stage,B,Medium,B,,,,,"Uses satellite mapping, digital certificates and blockchain-linked records to improve land verification and payments in Africa",company product description,"Live site and self-described partnerships are not proof of current solvency, regulatory authorization or enforceable title; classify status unresolved until independently verified.",https://houseafrica.io/|https://project.houseafrica.io/terms,2026-08-30,coverage_gap_additions.csv,1,false,
org-huspy-288c347,Huspy,Huspy,https://huspy.com/ae/,active,2026-08-30,United Arab Emirates,UAE-Spain-MENA,2020,private-growth,commission-referral-finance,Fifth-Wall-Peak-XV-Balderton,home-discovery-brokerage,mortgage-financing,brokerage-mortgage-platform,scale,B,transaction-to-finance,B,,,,,25-percent-Dubai-mortgage-and-AED1bn-month-company-claims,company-releases,UAE-licenses-do-not-transfer,https://huspy.com/ae/|https://huspy.com/ae/blog/balderton-huspy|https://huspy.com/blog/huspy-series-a,2026-08-30,regional_companies_agent.csv,1,false,
org-i-city-i-berhad-05f7e81,i-City / i-Berhad,i-City / i-Berhad,https://www.i-bhd.com/about/,active,,Malaysia,Malaysia,,integrated city developer,,,L/O/E,,,,B,Southeast Asian smart-city case,B,Positioned as Malaysia's first integrated AI City,"Urban ecosystem combining development, infrastructure and intelligent systems",Integrated developer platform,i-City AI City,No independent outcome disclosed,company-reported,Marketing claims require delivered-system verification,https://www.i-bhd.com/about/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-icon-f8995ba,ICON,ICON,https://www.iconbuild.com/technology,active,2026-08-30,United States,United States,2017,private company,hardware software materials training and construction services,Independent,L5 Construction,L2 Feasibility/L10 ESG,robotic 3D-printed construction and BuildOS,scaleup,A,Medium,B,,,,,BuildOS orchestrates robotic concrete printing and the company is rolling out Titan systems for builders,company product description and rollout announcement,"3D printing solves only part of total construction cost; structural standards, finishes, utilities, code, service and economics need project-level proof.",https://www.iconbuild.com/technology|https://www.iconbuild.com/newsroom/icon-announces-first-commercial-rollout-of-its-3d-printing-construction-technology-for-builders,2026-08-30,coverage_gap_additions.csv,1,false,
org-inbuild-0282ee3,inBuild,inBuild,https://www.ycombinator.com/companies/inbuild,active,2026-08-30,United States,United States,2023,private startup,fintech SaaS,Y Combinator W2023,L5 Construction,L3 Capital/finance,AI invoice approval payment and budget control for homebuilders,early-stage,A,Medium,B,,,,,"YC describes invoice checking against project budgets, approvals, payments and QuickBooks updates",YC company description,Accounting integration and payment controls are US-centric; test segregation of duties and local tax treatment.,https://www.ycombinator.com/companies/inbuild,2026-08-30,coverage_gap_additions.csv,1,false,
org-infra-market-b3a2104,Infra-Market,Infra-Market,https://infra.market/,active,2026-08-30,India,India,2016,private-company,marketplace-manufacturing-finance,Indian-construction-scaleup,materials-procurement-manufacturing,distribution-private-label-credit,construction-materials-platform,scale,B/C,supply-aggregation-quality,B,,,,,valuation-and-funding-mixed-source-credit-risk,company-plus-investor,unknown,https://infra.market/|https://infra.market/about-us|https://infra-prod.gumlet.io/ivas/PROD/06-05-2025/1746534342377_IVAS_DezineMandapam.pdf,2026-08-30,regional_companies_agent.csv,1,false,
org-inspectmind-ai-e96a36c,InspectMind AI,InspectMind AI,https://www.ycombinator.com/companies/inspectmind-ai,active,2026-08-30,United States,United States,Unknown,Company,AI SaaS,YC W2024,Design,Construction,AI drawing QA,Very early,A,Medium,B,,,,,Catches construction-drawing issues before rework,YC self-description,False negatives drawing standards and liability,https://www.ycombinator.com/companies/inspectmind-ai,2026-08-30,proptech_startups_agent.csv,1,false,
org-invitation-homes-84857f4,Invitation Homes,Invitation Homes,https://www.invitationhomes.com/,active,,United States,United States,,single-family rental owner operator,,,S/H/O,,,,C,Distributed-home operations comparator,B,Large single-family rental owner,"Centralised digital leasing, field service, work orders and smart home to verify",Internal platform and vendors,Unknown—verify products,Unknown,unknown,Primary filing review required,https://www.invitationhomes.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-ivanhoe-cambridge-8c510ab,Ivanhoé Cambridge,Ivanhoé Cambridge,https://www.ivanhoecambridge.com/,active,,Canada,Global,,institutional real estate investor,,,F/O/E,,,,C,Institutional owner comparator,B,Global portfolio,"Climate, data and tenant operations to verify",Institutional partnerships,Unknown—verify programmes,Unknown,unknown,Primary ESG report review required,https://www.ivanhoecambridge.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-jomee-jomaa-d8b40e9,Jomee-Jomaa,Jomee-Jomaa,https://www.jomeejomaa.com/,active,2026-08-30,Bangladesh,Bangladesh,2023,private-fintech,profit-share,local-fintech-proptech,land-investment-fractionalization,secondary-market-documents,fractional-land-platform,early-stage,B/C,benchmark-only-pending-counsel,B,,,,,BDT1000-ROI-liquidity-are-claims,company-plus-press,securities-AML-title-secondary-market-risk,https://www.jomeejomaa.com/|https://www.jomeejomaa.com/terms|https://www.thedailystar.net/tech-startup/news/fractional-land-investment-platform-jomee-jomaa-launched-3444451,2026-08-30,regional_companies_agent.csv,1,false,
org-kestrix-45a7de9,Kestrix,Kestrix,https://www.kestrix.io/,active,2026-08-30,United Kingdom,UK and Europe,2022,private startup,software plus survey services,Pi Labs,L8 Property operations,L10 ESG/L9 Portfolio,machine-learning energy surveying and building intelligence,early-growth,A,Medium,B,,,,,"Pi Labs lists Kestrix as machine-learning energy surveillance, a missing bridge between building data capture and retrofit decisions",ecosystem product description,"Survey accuracy, retrofit savings and local climate calibration need independent validation; service-heavy delivery may limit scale.",https://www.kestrix.io/|https://pilabs.vc/portfolio?sort=date_desc,2026-08-30,coverage_gap_additions.csv,1,false,
