entity_id,display_name,aliases_json,record_type,record_type_basis,canonical_url,canonical_url_status,discovery_profile_urls_json,status_current,operating_status_legacy,status_conflict,status_evidence_date,status_observed_at,status_date_note,last_verified,headquarters_country,headquarters_country_values_legacy_json,headquarters_country_conflict,operating_regions_json,founding_year,founding_year_values_json,founding_year_note,business_models_json,ecosystem_memberships_json,lifecycle_codes_json,lifecycle_mapping_methods_json,lifecycle_labels_legacy_json,lifecycle_unmapped_labels_json,category_labels_json,maturity_band_provisional,maturity_labels_legacy_json,mrl,mrl_note,reviewed_relevance_tier,relevance_tier_values_json,relevance_tier_conflict,jcx_relevance_notes_json,legacy_evidence_grades_json,source_quality_grades_provisional_json,source_count,source_urls_json,source_datasets_json,merged_record_count,publication_readiness,review_flags_json
org-built-robotics-e09ff21,Built Robotics,[],organization,default operating/legal identity,https://www.builtrobotics.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America""]",2016,"[""2016""]",,"[""robotics hardware plus software""]","[""Independent""]","[""L1"",""L5""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L1 Land/site""]",[],"[""autonomous construction equipment and excavation systems""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""B""]","[""S2""]",1,"[""https://builtrobotics.com/""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-cbre-42561ee,CBRE,[],organization,default operating/legal identity,https://www.cbre.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",,[],Not verified in the current source layer.,[],[],"[""L3"",""L6"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""F/S/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Disciplined ROI-gate and service-led implementation benchmark""]","[""A""]","[""S2""]",2,"[""https://cbre.com/"",""https://ir.cbre.com/financial-reports/sec-filings/content/0001193125-26-141311/2025_ars_filing_4-3-26.pdf""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-chestnut-7e1617e,Chestnut,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/chestnut""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,"[""Unknown""]",Not verified in the current source layer.,"[""Fintech/AI""]","[""YC P2025""]","[""L3""]","[""keyword_inference""]","[""Finance"",""Transaction""]",[],"[""AI mortgage lender""]",early_or_growth_signal,"[""Very early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/chestnut""]","[""proptech_startups_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-clau-d85bf61,Clau,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/clau""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Mexico,"[""Mexico""]",false,"[""Mexico""]",2020,"[""2020""]",,"[""marketplace SaaS and financial intermediation""]","[""Y Combinator S2020""]","[""L3"",""L6"",""L9""]","[""explicit_code"",""keyword_inference""]","[""L6 Marketing/sales"",""L3 Capital/finance/L9 Portfolio""]",[],"[""real-estate super-app marketplace CRM mortgage and data""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/clau""]","[""coverage_gap_additions.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-daiwa-house-867bffd,Daiwa House,[],organization,default operating/legal identity,https://www.daiwahouse.com/English/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Japan,"[""Japan""]",false,"[""Japan global""]",,[],Not verified in the current source layer.,[],[],"[""L4"",""L5"",""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""D/C/H/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Industrialised construction comparator""]","[""C""]","[""S2""]",1,"[""https://daiwahouse.com/English""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-dlf-dccdl-26bceb7,DLF / DCCDL,[],organization,default operating/legal identity,https://www.dlf.in/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,India,"[""India""]",false,"[""India""]",,[],Not verified in the current source layer.,[],[],"[""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""O/H/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Commercial workplace and smart-infrastructure benchmark""]","[""A""]","[""S2""]",2,"[""https://dlf.in/"",""https://dlf.in/dccdl/annual-docket/DCCDL_Annual_Report_FY_2024_25.pdf""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-e-hishabi-b51c1b7,E-Hishabi,[],organization,default operating/legal identity,https://ehishabi.com/,resolved,[],stealth_unclear,unclear,true,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Bangladesh,"[""Bangladesh""]",false,"[""Bangladesh""]",,"[""Unknown""]",Not verified in the current source layer.,"[""subscription-implementation"",""SaaS""]","[""local-ERP-vendor"",""Independent""]","[""L1"",""L3"",""L5"",""L6"",""L8""]","[""keyword_inference""]","[""land-sales-collections"",""Operations"",""procurement-construction-HR-accounts"",""Finance""]",[],"[""real-estate-ERP"",""Developer ERP/booking""]",early_or_growth_signal,"[""early-stage"",""Early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""compare-local-ERP"",""Medium""]","[""D"",""B/D""]","[""S2""]",1,"[""https://ehishabi.com/""]","[""proptech_startups_agent.csv"",""regional_companies_agent.csv""]",2,profile_requires_editorial_review,"[""status_conflict"",""claim_level_evidence_review_required""]"
org-elyos-ai-90065ff,Elyos AI,[],organization,default operating/legal identity,https://elyos.ai/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Kingdom,"[""United Kingdom""]",false,"[""UK and Europe""]",2023,"[""2023""]",,"[""AI SaaS and workflow automation""]","[""Pi Labs""]","[""L5"",""L8""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L8 Property operations""]",[],"[""autonomous AI agents for trades and field services""]",early_or_growth_signal,"[""early-growth""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S2"",""S4""]",2,"[""https://elyos.ai/"",""https://pilabs.vc/portfolio?sort=date_desc""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-equity-residential-15dcba6,Equity Residential,[],organization,default operating/legal identity,https://www.equityapartments.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,[],Not verified in the current source layer.,[],[],"[""L6"",""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""S/H/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Resident-experience comparator""]","[""C""]","[""S2""]",1,"[""https://equityapartments.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-estate-intel-539a151,Estate Intel,[],organization,default operating/legal identity,https://estateintel.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Nigeria,"[""Nigeria""]",false,"[""Africa""]",2014,"[""2014""]",,"[""data subscriptions reports and custom research""]","[""MetaProp/Independent""]","[""L1"",""L3"",""L9""]","[""explicit_code"",""keyword_inference""]","[""L1 Land/site"",""L3 Capital/finance/L9 Portfolio""]",[],"[""real-estate market intelligence and project data""]",early_or_growth_signal,"[""growth""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S2""]",2,"[""https://estateintel.com/"",""https://estateintel.com/insights/this-is-ei-pro-more-affordable-access-to-real-estate-data""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-fbr-hadrian-x-b896b3f,FBR / Hadrian X,[],organization,default operating/legal identity,https://www.fbr.com.au/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Australia,"[""Australia""]",false,"[""Australia and United States""]",1994,"[""1994""]",,"[""robotics hardware licensing and construction services""]","[""Public""]","[""L5"",""L10""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L10 ESG""]",[],"[""autonomous bricklaying and construction robotics""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S2""]",2,"[""https://fbr.com.au/"",""https://fbr.com.au/view/hadrian""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-first-street-foundation-first-street-ff7010b,First Street Foundation / First Street,[],organization,default operating/legal identity,https://firststreet.org/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,"[""unknown""]",Not verified in the current source layer.,"[""data subscriptions API and research partnerships""]","[""Independent""]","[""L1"",""L2"",""L3"",""L10""]","[""explicit_code"",""keyword_inference""]","[""L10 ESG"",""L1 Land/site/L2 Feasibility/L3 Capital/finance""]",[],"[""public-data building-level physical climate risk platform and API""]",early_or_growth_signal,"[""growth""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium-high""]","[""B""]","[""S3""]",4,"[""https://docs.firststreet.org/api"",""https://docs.firststreet.org/api/climate-risk-api/getting-started"",""https://firststreet.org/"",""https://help.firststreet.org/hc/en-us/articles/9680350042903-First-Street-FAQ""]","[""enterprise_platform_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-flexdesk-024af53,FlexDesk,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/flexdesk""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",2023,"[""2023""]",,"[""enterprise SaaS""]","[""Y Combinator W2023""]","[""L7"",""L9""]","[""explicit_code"",""keyword_inference""]","[""L9 Portfolio"",""L7 Occupancy""]",[],"[""AI corporate real-estate portfolio workflow""]",early_or_growth_signal,"[""early-growth""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/flexdesk""]","[""coverage_gap_additions.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-frasers-property-a09bfaa,Frasers Property,[],organization,default operating/legal identity,https://www.frasersproperty.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Singapore,"[""Singapore""]",false,"[""Asia Australia Europe""]",,[],Not verified in the current source layer.,[],[],"[""L1"",""L6"",""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/S/H/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""APAC mixed-use and logistics comparator""]","[""C""]","[""S2""]",1,"[""https://frasersproperty.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-gic-09508e5,GIC,[],organization,default operating/legal identity,https://www.gic.com.sg/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Singapore,"[""Singapore""]",false,"[""Global""]",,[],Not verified in the current source layer.,[],[],"[""L3"",""L10""]","[""documented_legacy_shorthand""]","[""F/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Long-horizon capital comparator""]","[""C""]","[""S2""]",1,"[""https://gic.com.sg/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-gojom-1727459,GoJom,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/gojom""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Peru,"[""Peru""]",false,"[""Latin America""]",2022,"[""2022""]",,"[""marketplace and transaction fees""]","[""Y Combinator W2022""]","[""L3"",""L6"",""L7""]","[""explicit_code"",""keyword_inference""]","[""L6 Marketing/sales"",""L3 Capital/finance/L7 Occupancy""]",[],"[""one-stop real-estate marketplace and transaction services""]",early_or_growth_signal,"[""early-growth""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/gojom""]","[""coverage_gap_additions.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-goldbridge-afb37b0,Goldbridge,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/goldbridge""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,"[""Unknown""]",Not verified in the current source layer.,"[""Fintech/AI""]","[""YC F2025""]","[""L3"",""L8""]","[""keyword_inference""]","[""Finance"",""Operations""]",[],"[""Owner banking AI""]",early_or_growth_signal,"[""Very early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/goldbridge""]","[""proptech_startups_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-goodman-56241ae,Goodman,[],organization,default operating/legal identity,https://www.goodman.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Australia,"[""Australia""]",false,"[""Global""]",,[],Not verified in the current source layer.,[],[],"[""L1"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Industrial/data-centre comparator""]","[""C""]","[""S2""]",1,"[""https://goodman.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-greystar-19b2aa9,Greystar,[],organization,default operating/legal identity,https://www.greystar.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",,[],Not verified in the current source layer.,[],[],"[""L3"",""L6"",""L7"",""L8""]","[""documented_legacy_shorthand""]","[""S/H/O/F""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Rental operations comparator""]","[""C""]","[""S2""]",1,"[""https://greystar.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-growthpoint-properties-2bd3863,Growthpoint Properties,[],organization,default operating/legal identity,https://growthpoint.co.za/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,South Africa,"[""South Africa""]",false,"[""Africa South Africa Australia Europe""]",1987,"[""1987""]",,"[""retail, office, logistics, healthcare, student, mixed-use, smart meters and predictive maintenance""]","[""Independent""]","[""L1"",""L6"",""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/S/H/O/E"",""F""]",[],"[""African diversified REIT and asset manager""]",scaled_or_enterprise_signal,"[""scale operator""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Corrects the Africa portal bias with a real owner/operator and concrete smart-building utility/maintenance examples""]","[""B""]","[""S2""]",4,"[""https://growthpoint.co.za/"",""https://growthpoint.co.za/pressoffice/growth-trajectory"",""https://growthpoint.co.za/wp-content/uploads/2025/10/2025-Environmental-Social-and-Governance-Report.pdf"",""https://sharedata.co.za/v2/Scripts/Glossies.aspx?c=GRT""]","[""operator_coverage_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-haven-property-operations-42e9d8a,Haven,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/haven-2""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,"[""Unknown""]",Not verified in the current source layer.,"[""AI SaaS""]","[""YC W2023""]","[""L8""]","[""keyword_inference""]","[""Operations"",""Customer""]",[],"[""AI property management""]",early_or_growth_signal,"[""Early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/haven-2""]","[""proptech_startups_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-henry-3eca10f,Henry,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/henry-2""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,"[""Unknown""]",Not verified in the current source layer.,"[""AI SaaS""]","[""YC S2024""]","[""L6"",""L12""]","[""keyword_inference""]","[""Sales"",""Data""]",[],"[""CRE broker AI""]",early_or_growth_signal,"[""Early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/henry-2""]","[""proptech_startups_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-hines-5178409,Hines,[],organization,default operating/legal identity,https://www.hines.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global 30 countries/territories""]",,[],Not verified in the current source layer.,[],[],"[""L1"",""L4"",""L5"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/D/C/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Pilot governance and venture-building benchmark""]","[""A""]","[""S2""]",4,"[""https://hines-assets.s3.amazonaws.com/documents/Hines-2018-Sustainability-Report.-FINAL_190925_181950.pdf"",""https://hines.com/"",""https://hines.com/2024-sustainability-report-full-report"",""https://hines.com/globalventures""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-holox-0928a35,HoloX,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://nar-reach.com/news""]",unknown,cohort-selected,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Arab Emirates,"[""United Arab Emirates""]",false,"[""Middle East""]",,"[""Unknown""]",Not verified in the current source layer.,"[""SaaS""]","[""NAR REACH Middle East 2026""]","[""L4"",""L6""]","[""keyword_inference""]","[""Sales"",""Design""]",[],"[""Digital twins for off-plan sales""]",early_or_growth_signal,"[""Early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://nar-reach.com/news""]","[""proptech_startups_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-hongkong-land-9ed857e,Hongkong Land,[],organization,default operating/legal identity,https://www.hkland.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Hong Kong,"[""Hong Kong""]",false,"[""Hong Kong China Asia""]",,[],Not verified in the current source layer.,[],[],"[""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""H/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Asia mixed-use owner comparator""]","[""C""]","[""S2""]",1,"[""https://hkland.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-houseafrica-4dd17a3,HouseAfrica,[],organization,default operating/legal identity,https://houseafrica.io/,resolved,[],stealth_unclear,unclear,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Nigeria,"[""Nigeria""]",false,"[""Africa""]",2019,"[""2019""]",,"[""platform fees and investment services""]","[""Independent""]","[""L1"",""L3"",""L6""]","[""explicit_code"",""keyword_inference""]","[""L1 Land/site"",""L3 Capital/finance/L6 Marketing/sales""]",[],"[""land verification digital title and fractional property platform""]",early_or_growth_signal,"[""early-stage""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""B""]","[""S2""]",2,"[""https://houseafrica.io/"",""https://project.houseafrica.io/terms""]","[""coverage_gap_additions.csv""]",1,profile_requires_editorial_review,"[""status_conflict"",""claim_level_evidence_review_required""]"
org-huspy-288c347,Huspy,[],organization,default operating/legal identity,https://huspy.com/ae/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Arab Emirates,"[""United Arab Emirates""]",false,"[""UAE-Spain-MENA""]",2020,"[""2020""]",,"[""commission-referral-finance""]","[""Fifth-Wall-Peak-XV-Balderton""]","[""L3"",""L6""]","[""keyword_inference""]","[""home-discovery-brokerage"",""mortgage-financing""]",[],"[""brokerage-mortgage-platform""]",scaled_or_enterprise_signal,"[""scale""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""transaction-to-finance""]","[""B""]","[""S2""]",3,"[""https://huspy.com/ae"",""https://huspy.com/ae/blog/balderton-huspy"",""https://huspy.com/blog/huspy-series-a""]","[""regional_companies_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-i-city-i-berhad-05f7e81,i-City / i-Berhad,[],organization,default operating/legal identity,https://www.i-bhd.com/about/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Malaysia,"[""Malaysia""]",false,"[""Malaysia""]",,[],Not verified in the current source layer.,[],[],"[""L1"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Southeast Asian smart-city case""]","[""B""]","[""S2""]",1,"[""https://i-bhd.com/about""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-icon-f8995ba,ICON,[],organization,default operating/legal identity,https://www.iconbuild.com/technology,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",2017,"[""2017""]",,"[""hardware software materials training and construction services""]","[""Independent""]","[""L2"",""L5"",""L10""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L2 Feasibility/L10 ESG""]",[],"[""robotic 3D-printed construction and BuildOS""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S2""]",2,"[""https://iconbuild.com/newsroom/icon-announces-first-commercial-rollout-of-its-3d-printing-construction-technology-for-builders"",""https://iconbuild.com/technology""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-inbuild-0282ee3,inBuild,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/inbuild""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",2023,"[""2023""]",,"[""fintech SaaS""]","[""Y Combinator W2023""]","[""L3"",""L5""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L3 Capital/finance""]",[],"[""AI invoice approval payment and budget control for homebuilders""]",early_or_growth_signal,"[""early-stage""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/inbuild""]","[""coverage_gap_additions.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
