discovery_id,display_name,name_variants_json,record_type_signals_json,qualified_entity_ids_json,evidence_stage,discovery_only,source_layers_json,source_layer_count,domains_json,candidate_urls_json,profile_urls_json,yc_company_ids_json,yc_batches_json,yc_status_signals_json,ecosystems_json,ecosystem_count,ecosystem_source_row_ids_json,ecosystem_source_row_count,ecosystem_status_signals_json,category_signals_json,lifecycle_signals_json,jcx_tier_signals_json,region_signals_json,country_signals_json,location_signals_json,employee_count_signals_json,description_signals_json,source_urls_json,source_url_count,identity_resolution_methods_json,needs_identity_review,identity_notes_json,snapshot_date,publication_note
dsc-bb7e65aabfa1,Hilton,"[""Hilton""]","[""organization""]","[""org-hilton-49f73fa""]",qualified_core,false,"[""qualified_core""]",1,"[""hilton.com""]","[""https://hilton.com/""]",[],[],[],[],[],0,[],0,[],"[""global hospitality platform and operator/franchisor""]","[""L3"",""L6"",""L7"",""L8""]","[""A""]",[],"[""United States""]",[],[],[],"[""https://hilton.com/"",""https://ir.hilton.com/financial-reporting/annual-reports"",""https://sec.gov/Archives/edgar/data/1585689/000158568926000025/a2025annualreportprint.pdf"",""https://stories.hilton.com/2025-annual-report""]",4,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-fb848a95da41,Hines,"[""Hines""]","[""organization""]","[""org-hines-5178409""]",qualified_core,false,"[""qualified_core""]",1,"[""hines.com""]","[""https://hines.com/""]",[],[],[],[],[],0,[],0,[],[],"[""L1"",""L10"",""L4"",""L5"",""L8""]","[""B""]",[],"[""United States""]",[],[],[],"[""https://hines-assets.s3.amazonaws.com/documents/Hines-2018-Sustainability-Report.-FINAL_190925_181950.pdf"",""https://hines.com/"",""https://hines.com/2024-sustainability-report-full-report"",""https://hines.com/globalventures""]",4,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-57c18b40be9f,Hippo,"[""Hippo"",""Hippo — Exited (NYSE: HIPO)""]","[""organization""]","[""org-hippo-663710b""]",qualified_core,false,"[""built_environment_ecosystem_discovery_index"",""qualified_core""]",2,"[""hippo.com"",""myhippo.com""]","[""https://hippo.com/"",""https://myhippo.com/""]","[""https://fifthwall.com/portfolio?2bddaefa_page=2"",""https://moderneventures.com/portfolio/hippo""]",[],[],[],"[""Fifth Wall"",""Moderne Ventures / Passport""]",2,"[""eco-src-77c4a5dbeeff"",""eco-src-99d81baf61a1""]",2,"[""Exited (displayed)"",""Exited/acquired (as displayed)""]","[""Investment"",""Property insurance""]","[""L10"",""L3""]","[""A""]",[],"[""United States""]",[],[],"[""Data driven insurance — Personalized insurance in 60 seconds, leveraging a customer's unique data to deliver competitive rates. IPO - NYSE: HIPO — Investment"",""Hippo is on a mission to transform home insurance for the modern household. Among its many innovations, Hippo allows homeowners to get a quote and purchase home insurance online in 60 seconds or less, save up to 25 percent compared with traditional insurers, and obtain smarter coverage for modern households. This includes protection for possessions like appliances, consumer electronics and home offices.""]","[""https://fifthwall.com/portfolio"",""https://fifthwall.com/portfolio?2bddaefa_page=2"",""https://hippo.com/"",""https://moderneventures.com/portfolio/hippo"",""https://myhippo.com/""]",5,"[""exact_normalized_name_with_domain_corroboration"",""qualified_core_identity"",""status_annotation_stripped_exact_name""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-7a4c12362ae9,HippoBuild,"[""HippoBuild""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/hippobuild"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""26190""]","[""W2022""]","[""Active""]",[],0,[],0,[],"[""ConTech / construction operations""]","[""L5 Construction; L12 Data/intelligence""]","[""A""]",[],"[""CO""]","[""Bogotá, Bogota, Colombia""]","[""5""]","[""Hippo Build is building the Operating System for the Construction industry. We automate and optimize back office functions and the supply chain of Small and Medium Construction Companies. We save our customers hours everyday, and 1000’s of dollars every month on better sourced materials. And it takes only minutes for them to onboard We charge a small SaaS fee, + 1% transaction fee for the materials sourced. We..."",""The Operating System of the construction industry""]","[""https://ycombinator.com/companies/hippobuild"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-a8de90fd2949,Hologram Media Network,"[""Hologram Media Network""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""hologrammedia.net""]","[""https://hologrammedia.net/""]","[""https://moderneventures.com/portfolio/hologram-media-network""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-1dbed22886f8""]",1,"[""Portfolio/Passport listing displayed""]","[""Passport""]",[],[],[],[],[],[],"[""The World's First Holographic Ad Network — Redefining in-person media through life-size holograms, intelligent infrastructure, and human-centered engagement — Passport""]","[""https://hologrammedia.net/"",""https://moderneventures.com/portfolio/hologram-media-network""]",2,"[""source_native_ecosystem_identity""]",true,"[""Domain hologrammedia.net is also used by ecosystem candidate 'On3.ai'; identities were deliberately kept separate.""]",2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-a5e0607ec218,HoloX,"[""HoloX""]","[""organization""]","[""org-holox-0928a35""]",qualified_core,false,"[""built_environment_ecosystem_discovery_index"",""qualified_core""]",2,[],[],"[""https://nar-reach.com/dubai-land-department-second-century-ventures-celebrate-start-of-reach-middle-east"",""https://nar-reach.com/news""]",[],[],[],"[""NAR REACH Middle East""]",1,"[""eco-src-57ce56539d99""]",1,"[""2026 cohort""]","[""Digital twins for off-plan sales""]","[""L4"",""L6""]","[""B""]","[""Middle East""]","[""United Arab Emirates""]",[],[],"[""Digital twins for off-plan real estate sales.""]","[""https://nar-reach.com/dubai-land-department-second-century-ventures-celebrate-start-of-reach-middle-east"",""https://nar-reach.com/news""]",2,"[""exact_normalized_name"",""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-2d07264921a5,HOM,"[""HOM""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""helloalfred.com""]","[""https://helloalfred.com/""]","[""https://moderneventures.com/portfolio/hom""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-2f7e6af2aa48""]",1,"[""Exited (displayed)""]","[""Passport""]",[],[],[],[],[],[],"[""Fitness, wellness and entertainment services — Transforms underused amenity and retail spaces into a retention platform. Acquired by another Moderne portfolio company, Alfred. — Passport""]","[""https://helloalfred.com/"",""https://moderneventures.com/portfolio/hom""]",2,"[""source_native_ecosystem_identity""]",true,"[""Domain helloalfred.com is also used by Alfred, Helloalfred; shared-domain relationship requires review.""]",2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-abb73cbab5ac,Home,"[""Home""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""home.hippo.com""]","[""https://home.hippo.com/""]","[""https://metaprop.com/portfolio""]",[],[],[],"[""MetaProp""]",1,"[""eco-src-e00835dfe5b8""]",1,"[""Exited/marked exited""]",[],[],[],[],[],[],[],[],"[""https://home.hippo.com/"",""https://metaprop.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-a9e6579bfe6a,Homebase,"[""Homebase"",""Homebase-SEA""]","[""organization""]","[""org-homebase-sea-finance-75bb47f""]",qualified_core,false,"[""qualified_core"",""yc_real_estate_construction_2026-08-30""]",2,"[""homebase.ai""]","[""https://homebase.ai/""]","[""https://ycombinator.com/companies/homebase"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""22983""]","[""W2021""]","[""Active""]",[],0,[],0,[],"[""Real-estate finance / insurtech"",""Rent-to-own housing finance"",""housing-finance""]","[""L3"",""L3 Capital/finance; L7 Occupancy/tenant"",""L6""]","[""A""]",[],"[""VN""]","[""Ho Chi Minh City, Vietnam""]","[""20""]","[""Homebase provides Rent-To-Own real estate financing for buyers in Southeast Asia - the only alternative to inflexible/high-interest rate (12%+) mortgages in the region. We strive to provide more innovative, compelling, and empathetic solutions for those who aspire to own a home. Homebase was founded in 2019 in Singapore and is backed by Y Combinator, VinaCapital Ventures, Class 5 Global, Pegasus Technology..."",""Personalized rent-to-own real estate financing using technology in SEA""]","[""https://homebase.ai/"",""https://ycombinator.com/companies/homebase"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",3,"[""exact_normalized_name"",""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-f077662eac9d,Homebot,"[""Homebot""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""homebot.ai""]","[""https://homebot.ai/""]","[""https://moderneventures.com/portfolio/homebot""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-5a4d28663f1b""]",1,"[""Exited (displayed)""]","[""Passport""]",[],[],[],[],[],[],"[""Transforming agents + brokers into wealth advisors — Agents + brokers maximize repeat and referral business with a dynamic financial dashboard — Passport""]","[""https://homebot.ai/"",""https://moderneventures.com/portfolio/homebot""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-a9a3e9b02921,Homebound,"[""Homebound""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""homebound.com""]","[""https://homebound.com/""]","[""https://fifthwall.com/portfolio?2bddaefa_page=2""]",[],[],[],"[""Fifth Wall""]",1,"[""eco-src-d2896fc605cc""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],"[""Homebound is a custom homebuilder that makes building the perfect home simple, transparent and human. Born out of the 2017 California wildfires that destroyed 6,000 homes, Homebound was created by a local team of construction, real estate and technology experts who set out to create a better homebuilding solution for friends, family and neighbors affected. Homebound is the first homebuilder to manage the entire building process for homeowners and support them every step of the way — from insurance negotiation and permitting all the way to architecture, construction and move-in. Through easy-to-use technology and a network of vetted building experts, Homebound is simplifying the rebuilding process and alleviating the stress, complexity and uncertainty homeowners face after a natural disaster.""]","[""https://fifthwall.com/portfolio?2bddaefa_page=2"",""https://homebound.com/""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-581c44d8c467,Homelight,"[""Homelight""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""homelight.com""]","[""https://homelight.com/""]","[""https://metaprop.com/portfolio""]",[],[],[],"[""MetaProp""]",1,"[""eco-src-d6c1508abb32""]",1,"[""Exited/marked exited""]",[],[],[],[],[],[],[],[],"[""https://homelight.com/"",""https://metaprop.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-fcd4403ede5b,Homelister,"[""Homelister""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""homelister.com""]","[""https://homelister.com/""]","[""https://metaprop.com/portfolio""]",[],[],[],"[""MetaProp""]",1,"[""eco-src-65589727216c""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],[],"[""https://homelister.com/"",""https://metaprop.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-841ef0109546,HomePay,"[""HomePay""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""homepay.co.il""]","[""https://homepay.co.il/index-en.html""]","[""https://nar-reach.com/israel""]",[],[],[],"[""NAR REACH Israel""]",1,"[""eco-src-a3bf5eea24ff""]",1,"[""2026 cohort (or current page cohort)""]",[],[],[],"[""Israel""]",[],[],[],"[""An innovative financial management system for real estate projects, artificial intelligence and bank-level security.""]","[""https://homepay.co.il/index-en.html"",""https://nar-reach.com/israel""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-d879911b357b,HomeRoom,"[""HomeRoom""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/homeroom"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""25396""]","[""W2022""]","[""Acquired""]",[],0,[],0,[],"[""ConTech / construction operations""]","[""L5 Construction; L7 Occupancy/tenant; L12 Data/intelligence""]","[""A""]",[],"[""US""]","[""San Francisco""]","[""25""]","[""Homeroom helps investors provide affordable housing while making a 22% ROI. We do this by sourcing properties, arranging capital, managing construction, vetting tenants and collecting rent by the room. To date, Homeroom has brought on 85 property investors, growing 6X annually, are bringing in 420K in annualized net-revenue How it works: We help investors buy homes in cities that are attractive to young people,..."",""We Rent Your Property by the Room. You earn 50% more Rent.""]","[""https://ycombinator.com/companies/homeroom"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-995f28b53534,Homesnap,"[""Homesnap""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""homes.com""]","[""https://homes.com/""]","[""https://moderneventures.com/portfolio/homesnap""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-bf0876a899a7""]",1,"[""Exited (displayed)""]","[""Investment""]",[],[],[],[],[],[],"[""Empowering + streamlining communication for the real estate industry — Homebuying and client management platform for buyers and agents. Acquired by CoStar and now Homes.com. — Investment""]","[""https://homes.com/"",""https://moderneventures.com/portfolio/homesnap""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-f509475dfde3,Hometree,"[""Hometree""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,[],[],"[""https://2150.vc/investments/hometree""]",[],[],[],"[""2150""]",1,"[""eco-src-a99b6a3deea3""]",1,"[""Investment displayed; current status not inferred""]",[],[],[],"[""United Kingdom""]",[],[],[],"[""Hometree Exited Hometree is a home energy services company decarbonising 100k+ homes through heat pump and renewables installation, maintenance, and affordable insurance.""]","[""https://2150.vc/investments/hometree""]",1,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-c52f024acb35,HomeX,"[""HomeX""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""homexservices.com""]","[""https://homexservices.com/""]","[""https://moderneventures.com/portfolio/homex""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-7ca161dc1ddf""]",1,"[""Exited (displayed)""]","[""Passport""]",[],[],[],[],[],[],"[""Remote building systems maintenance — Remote diagnostic software and live services to efficiently address home maintenance issues — Passport""]","[""https://homexservices.com/"",""https://moderneventures.com/portfolio/homex""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-ffed8ff14f87,HOMLI,"[""HOMLI""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/homli"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""27109""]","[""S2022""]","[""Active""]",[],0,[],0,[],"[""Real-estate marketplace / sales""]","[""L6 Marketing/sales; L12 Data/intelligence""]","[""B""]",[],"[""US""]","[""New York City""]","[""20""]","[""HOMLI is building the first fully autonomous real estate broker, enabling homeowners to sell without agents."",""Sell your home without brokers""]","[""https://ycombinator.com/companies/homli"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-47c07625cdc0,Honest Buildings,"[""Honest Buildings""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""procore.com""]","[""https://procore.com/owners""]","[""https://spark.jllt.com/portfolio""]",[],[],[],"[""JLL Spark""]",1,"[""eco-src-04d32cdeb584""]",1,"[""Exited""]",[],[],[],[],[],[],[],"[""Exited to Procore Honest Buildings, a Procore company, is a project management platform built for owners and managers to ensure capital and construction projects are on time and on budget. View website""]","[""https://procore.com/owners"",""https://spark.jllt.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",true,"[""Domain procore.com is also used by Procore; shared-domain relationship requires review.""]",2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-ae9a18d4f695,Honeywell Forge for Buildings,"[""Honeywell Forge for Buildings""]","[""product_offering""]","[""org-honeywell-forge-for-buildings-900b78b""]",qualified_core,false,"[""qualified_core""]",1,"[""honeywell.com""]","[""https://honeywell.com/us/en/honeywell-forge""]",[],[],[],[],[],0,[],0,[],"[""connected building performance remote operations sustainability and asset-health platform""]","[""L10"",""L8"",""L9""]","[""A""]",[],"[""United States""]",[],[],[],"[""https://buildings.honeywell.com/us/en/solutions/automation-solutions/sustainability/connected-solutions"",""https://buildings.honeywell.com/us/en/solutions/buildings"",""https://honeywell.com/us/en/honeywell-forge""]",3,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-f9a4d41309af,Hongkong Land,"[""Hongkong Land""]","[""organization""]","[""org-hongkong-land-9ed857e""]",qualified_core,false,"[""qualified_core""]",1,"[""hkland.com""]","[""https://hkland.com/""]",[],[],[],[],[],0,[],0,[],[],"[""L10"",""L7"",""L8""]","[""B""]",[],"[""Hong Kong""]",[],[],[],"[""https://hkland.com/""]",1,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-c21f4dc6875a,Hosta Labs,"[""Hosta Labs""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""hosta.ai""]","[""https://hosta.ai/""]","[""https://brickmortar.vc/portfolio""]",[],[],[],"[""Brick & Mortar Ventures""]",1,"[""eco-src-2e7328f562e4""]",1,"[""Active investment""]",[],[],[],[],[],[],[],[],"[""https://brickmortar.vc/portfolio"",""https://hosta.ai/""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-12ea5c97ce1e,Houm,"[""Houm""]","[""organization""]","[""org-houm-8d7c85c""]",qualified_core,false,"[""qualified_core"",""yc_real_estate_construction_2026-08-30""]",2,"[""houm.com""]","[""https://houm.com/co/quienes-somos""]","[""https://ycombinator.com/companies/houm"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""23266""]","[""W2021""]","[""Active""]",[],0,[],0,[],"[""Property operations / housing"",""all-in-one residential marketplace and management""]","[""L6"",""L7"",""L7 Occupancy/tenant; L8 FM/maintenance"",""L8""]","[""A""]",[],"[""CL"",""Chile""]","[""Santiago, Santiago Metropolitan Region, Chile""]","[""400""]","[""All-in-one real estate marketplace for Latin America"",""Houm is an all-in-one real estate marketplace that helps landlords find tenants, collect rent, and manage their properties in Latam.""]","[""https://houm.com/co/quienes-somos"",""https://ycombinator.com/companies/houm"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",3,"[""exact_normalized_name"",""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-5b0b9b5872ce,Houseaccount,"[""Houseaccount""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""houseaccount.com""]","[""https://houseaccount.com/""]","[""https://metaprop.com/portfolio""]",[],[],[],"[""MetaProp""]",1,"[""eco-src-0d6cc7fc9bd3""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],[],"[""https://houseaccount.com/"",""https://metaprop.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-d531933cca96,HouseAfrica,"[""HouseAfrica""]","[""organization""]","[""org-houseafrica-4dd17a3""]",qualified_core,false,"[""qualified_core""]",1,"[""houseafrica.io""]","[""https://houseafrica.io/""]",[],[],[],[],[],0,[],0,[],"[""land verification digital title and fractional property platform""]","[""L1"",""L3"",""L6""]","[""B""]",[],"[""Nigeria""]",[],[],[],"[""https://houseafrica.io/"",""https://project.houseafrica.io/terms""]",2,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-f19aaf1501b2,HouseCanary,"[""HouseCanary""]","[""organization""]","[""org-housecanary-8bb8018""]",qualified_core,false,"[""qualified_core""]",1,"[""housecanary.com""]","[""https://housecanary.com/""]",[],[],[],[],[],0,[],0,[],"[""Valuation analytics""]","[""L1"",""L3""]","[""A""]",[],"[""United States""]",[],[],[],"[""https://housecanary.com/""]",1,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-7ca3b6daff8e,Housmart-PropoCloud,"[""Housmart-PropoCloud""]","[""organization""]","[""org-housmart-propocloud-a0ab301""]",qualified_core,false,"[""qualified_core""]",1,"[""j-vgi.co.jp""]","[""https://j-vgi.co.jp/en/news/housmart211008""]",[],[],[],[],[],0,[],0,[],"[""real-estate-sales-SaaS""]","[""L6""]","[""C""]",[],"[""Japan""]",[],[],[],"[""https://edinetdb.jp/company/E34177/text?fy=2024"",""https://j-vgi.co.jp/en/news/housmart211008""]",2,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-df8e762bbb17,howie ai,"[""howie ai""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""trubrics.com""]","[""https://trubrics.com/""]","[""https://pilabs.vc/portfolio""]",[],[],[],"[""Pi Labs""]",1,"[""eco-src-bc490c836b08""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],"[""AI-powered knowledge platform for the AEC industry Est. 2024. Vienna. Austria. Founded by Ewa Lenart. Last Funding Round: Pre-Seed""]","[""https://pilabs.vc/portfolio"",""https://trubrics.com/""]",2,"[""source_native_ecosystem_identity""]",true,"[""Domain trubrics.com is also used by ecosystem candidate 'trubrics'; identities were deliberately kept separate.""]",2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-e6d134c9ce0f,HqO,"[""HqO"",""Hqo""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""hqo.com""]","[""https://hqo.com/""]","[""https://metaprop.com/portfolio"",""https://spark.jllt.com/portfolio""]",[],[],[],"[""JLL Spark"",""MetaProp""]",2,"[""eco-src-224a73d58321"",""eco-src-e9dd0336e2bf""]",2,"[""Active/portfolio""]",[],[],[],[],[],[],[],"[""A tenant experience platform for commercial office and retail buildings that provides tenants with an app to access building amenities. View website""]","[""https://hqo.com/"",""https://metaprop.com/portfolio"",""https://spark.jllt.com/portfolio""]",3,"[""exact_normalized_name_with_domain_corroboration"",""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-73feb4e00e71,Hubble,"[""Hubble""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""hubblehq.com""]","[""https://hubblehq.com/""]","[""https://spark.jllt.com/portfolio"",""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",[],[],[],"[""JLL Spark"",""Taronga RealTechX / Asset Impact""]",2,"[""eco-src-5936105a3274"",""eco-src-df28f1463485""]",2,"[""Alumni/support history displayed"",""Exited""]",[],[],[],[],[],[],[],"[""Exited to Yardi We help businesses find the right balance of office and remote working, so their teams can work better. View website""]","[""https://hubblehq.com/"",""https://spark.jllt.com/portfolio"",""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",3,"[""exact_normalized_name"",""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-05f80f1655a0,Humance,"[""Humance""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/humance"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""23636""]","[""W2021""]","[""Active""]",[],0,[],0,[],"[""ConTech / construction operations""]","[""L4 Design/BIM; L5 Construction; L12 Data/intelligence""]","[""A""]",[],[],[],"[""3""]","[""AI that keeps complex construction projects on schedule."",""Humance is building an AI-powered project management tool for the construction industry, where work is highly coordinated and delays are costly. Large projects involve dozens of interdependent workstreams where a single setback can cascade unpredictably through the entire timeline. Today, most project managers track this manually — tracing dependencies by hand, updating schedules, and notifying stakeholders one...""]","[""https://ycombinator.com/companies/humance"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-e4f50a1bfa4a,Huspy,"[""Huspy""]","[""organization""]","[""org-huspy-288c347""]",qualified_core,false,"[""built_environment_ecosystem_discovery_index"",""qualified_core""]",2,"[""huspy.com""]","[""https://huspy.com/"",""https://huspy.com/ae""]","[""https://fifthwall.com/portfolio?2bddaefa_page=2""]",[],[],[],"[""Fifth Wall""]",1,"[""eco-src-769f519efcb9""]",1,"[""Active/portfolio""]","[""brokerage-mortgage-platform""]","[""L3"",""L6""]","[""B""]",[],"[""United Arab Emirates""]",[],[],"[""Huspy simplifies home financing. Find the home finance that matches your needs, get pre-approved online, and they'll help you close in just weeks.""]","[""https://fifthwall.com/portfolio?2bddaefa_page=2"",""https://huspy.com/"",""https://huspy.com/ae"",""https://huspy.com/ae/blog/balderton-huspy"",""https://huspy.com/blog/huspy-series-a""]",5,"[""exact_normalized_name_with_domain_corroboration"",""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-461936154ef8,HydroLeap,"[""HydroLeap""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,[],[],"[""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",[],[],[],"[""Taronga RealTechX / Asset Impact""]",1,"[""eco-src-9c6616005183""]",1,"[""Alumni/support history displayed""]",[],[],[],[],[],[],[],[],"[""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",1,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-231252cd8fa0,Hypar,"[""Hypar""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""hypar.io""]","[""https://hypar.io/""]","[""https://brickmortar.vc/portfolio""]",[],[],[],"[""Brick & Mortar Ventures""]",1,"[""eco-src-1d900a542ee1""]",1,"[""Active investment""]",[],[],[],[],[],[],[],[],"[""https://brickmortar.vc/portfolio"",""https://hypar.io/""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
