snapshot_date,directory,directory_count_at_snapshot,name,yc_profile_url,yc_profile_slug,yc_company_id,batch,status,employee_count_shown,location_shown,city_shown,country_code_shown,official_one_liner,official_description_concise,visible_tags,inferred_lifecycle,inferred_category,jcx_screening_tier,jcx_screening_basis,in_proptech_directory,in_real_estate_directory,identity_status_source,research_caveat
2026-08-30,Real Estate and Construction,128,Banner,https://www.ycombinator.com/companies/banner,banner,12639,S2019,Active,35,New York City,New York City,US,Banner makes software for CRE owners to manage capital spend,"Banner is the operating system for real estate teams. From building acquisition to disposition, Banner moves all communications, workflows, spreadsheets, and file-sharing into one system. With Banner, customers automate away 80%+ of their administrative work, saving up to 10% on project costs. The company is founded by Mark Murphy who formerly worked in RE finance, along with Kunal Chaudhary and Eric Gao, both UC...",proptech; saas; marketplace,L12 Data/intelligence,Real-estate software / adjacent,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Clau,https://www.ycombinator.com/companies/clau,clau,22294,S2020,Active,90,"Mexico City, CDMX, Mexico",Mexico City,MX,The real estate superapp for Mexico,"We are the real estate super app for Mexico combining a marketplace with over 20,000 properties, a crm for brokers, financial services including a mortgage brokerage, renovations and the leading data layer for residential real estate in the country.",proptech; marketplace; machine-learning; fintech,L3 Capital/finance; L6 Marketing/sales; L7 Occupancy/tenant; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Inspectify,https://www.ycombinator.com/companies/inspectify,inspectify,22257,S2020,Active,75,Seattle,Seattle,US,"Home Inspections, Simplified","We founded Inspectify with the goal to make a platform that helps inspectors, real estate professionals and home buyers alike. We see a tremendous opportunity to apply the latest technology to make inspectors more proficient and effective and make home inspections more engaging and value add to home buyers. We are just getting started, but are excited to provide much needed disruption in the space!",real-estate; marketplace; proptech,L5 Construction; L12 Data/intelligence,Real-estate software / adjacent,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Sakneen,https://www.ycombinator.com/companies/sakneen,sakneen,13511,W2020,Active,9,"Cairo, Cairo Governorate, Egypt",Cairo,EG,Shopify for Real Estate Developers,Shopify for Real Estate Developers,saas; housing,L7 Occupancy/tenant; L12 Data/intelligence,Real-estate software / adjacent,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Tough Commerce,https://www.ycombinator.com/companies/tough-commerce,tough-commerce,13116,W2020,Active,21,"Toronto, ON, Canada",Toronto,CA,Shopify for construction.,"Tough Commerce is the only white-label commerce platform tailored for industry-specific workflows and enable merchants, suppliers, producers and manufacturers to digitize their processes. Behind the scenes, we provides order management, location management, pricing management, dispatching, logistics, messaging, e-ticketing, invoicing, customer portal, AR automation, payment, payouts and real-time delivery...",b2b; e-commerce,L3 Capital/finance; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Alude,https://www.ycombinator.com/companies/alude,alude,13083,W2020,Active,8,"São Paulo, State of São Paulo, Brazil",São Paulo,BR,We offer free software that automates bureaucracy for real-estate…,We offer free software that automates bureaucracy for real-estate…,fintech; real-estate; latin-america,L12 Data/intelligence,Real-estate software / adjacent,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Handoff,https://www.ycombinator.com/companies/handoff,handoff,13121,W2020,Active,20,"Austin, TX, USA",Austin,US,AI estimator & agent for remodelers.,"Handoff creates instant construction estimates and automates business operations for contractors with AI. Using generative AI technology and access to localized construction costs, Handoff provides remodelers with a fast, accurate, and intuitive way to create construction cost estimates in minutes.",machine-learning; api; b2b; construction; proptech,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Culdesac,https://www.ycombinator.com/companies/culdesac,culdesac,2030,S2018,Active,100,San Francisco,San Francisco,US,"We build cities for people, not cars.","Culdesac designs, builds, and manages walkable communities. Culdesac is a real estate developer and property manager. We build neighborhoods that embrace community, open space, and mobility. We offer residential units at a variety of price points integrated with local retail, commercial uses, and open space for nature and public plazas. Our communities prioritize biking, walking, and transit over cars and...",real-estate; proptech; housing; climatetech,L4 Design/BIM; L7 Occupancy/tenant; L8 FM/maintenance; L10 ESG/climate; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Curri,https://www.ycombinator.com/companies/curri,curri,12850,S2019,Active,104,Los Angeles,Los Angeles,US,Construction & industrial logistics platform.,"Curri provides on-demand, last-mile logistics for construction and adjacent industries with our nationwide fleet of cars, trucks, and flatbeds.",b2b; construction; logistics; delivery; electric-vehicles,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Mudafy,https://www.ycombinator.com/companies/mudafy,mudafy,12847,S2019,Active,75,"Buenos Aires, Argentina",Buenos Aires,AR,The LatAm tech-enabled real estate broker to buy and sell houses.,"Mudafy is a tech-enabled real estate broker for LatAm that makes it easier for people to buy and sell their homes. Mudafy delivers superior customer experience through technology and data analytics. Their customer-facing product includes 360° virtual tours, online booking for showings & appraisals, and dynamic benchmark pricing data for properties. For agents, they have processes and tools that increase their...",marketplace; proptech,L2 Feasibility; L6 Marketing/sales; L12 Data/intelligence,Property data / transaction infrastructure,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Green Canopy NODE,https://www.ycombinator.com/companies/green-canopy-node,green-canopy-node,12641,S2019,Active,31,Seattle,Seattle,US,Green Canopy NODE builds sustainable homes fast.,"Construction costs are climbing out of control, there is a declining construction workforce that gets smaller with every recession. Meanwhile, we’ve got a housing crisis in our major cities. Green Canopy NODE is the combination of NODE - construction technology start up that develops a house assembly kits that we manufacture in our factory in Seattle, and then ship flat-pack - like Ikea, and Green Canopy a...",housing; hardware; proptech,L5 Construction; L7 Occupancy/tenant; L10 ESG/climate; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Handle,https://www.ycombinator.com/companies/handle,handle,12043,W2019,Active,55,San Francisco,San Francisco,US,Simplifying Payments and Compliance for Construction Suppliers,Handle builds software that helps simplify construction financial management by automating manual and repetitive tasks throughout the life cycle of construction payments.,construction; payments,L3 Capital/finance; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,ZiffyHomes,https://www.ycombinator.com/companies/ziffyhomes,ziffyhomes,1995,S2018,Active,57,"Gurugram, Haryana, India",Gurugram,IN,ZiffyHomes is managed corporate housing for white collar employees in…,"ZiffyHomes is a living solace for young professionals with beautiful living spaces, vibrant community, excellent services and full time support to all our customers. We work towards providing the highest standards of living for young professionals and saving them from woes of house hunt. We wish to provide a space for them where they can flourish. Founded by Saurabh Kumar & Sanchal Ranjan where they are...",real-estate; india,L7 Occupancy/tenant,Real-estate software / adjacent,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Rabbet,https://www.ycombinator.com/companies/rabbet,rabbet,1636,S2017,Active,23,"Denver, CO, USA",Denver,US,The financial foundation for every real estate development decision,"Rabbet is a real estate software company with two products: Rabbet Development and Rabbet Construction Lending. Our mission is to take the friction out of real estate development execution through structured, connected financial data. We help real estate teams turn fragmented project information into trusted insights that can be shared, understood, and acted on throughout the development lifecycle. Learn more at...",fintech; proptech; real-estate,L3 Capital/finance; L5 Construction; L9 Portfolio/asset; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,UpCodes,https://www.ycombinator.com/companies/upcodes,upcodes,1602,S2017,Active,35,"Austin, TX, USA",Austin,US,"AI platform for unifying codes, assemblies, products, and specs","UpCodes simplifies code compliance for architects, engineers, and construction professionals with a centralized, searchable library of 6,000+ state and city building codes. Using NLP to parse complex code adoptions across U.S. jurisdictions, UpCodes powers the first AI-powered code-to-spec workflow, connecting regulations to specifications and a growing product library. The platform also provides an AI solution...",b2b; govtech; construction,L4 Design/BIM; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Aecore,https://www.ycombinator.com/companies/x3-builders,x3-builders,1593,S2017,Active,6,San Francisco,San Francisco,US,Vertically integrated commercial construction,"Aecore is a technology-enabled commercial contractor focused on vertical integration and agile project delivery through automation. Our in-house design team, project managers and software engineers guide clients through the process from conceptual design to completion. We will ensure you are getting the best possible pricing by leveraging our network of contractors and material suppliers.",construction,L4 Design/BIM; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,VergeSense,https://www.ycombinator.com/companies/vergesense,vergesense,1587,S2017,Active,70,San Francisco,San Francisco,US,AI-Powered Building Management,"VergeSense is a Y Combinator-backed startup that develops an AI-powered sensing device for facility management. The sensor-as-a-system platform consists of sensing devices containing a series of different sensor hardware, including an image sensor, coupled with a cloud platform for pre-training machine learning models that run on the hardware, process data and report occupancy analysis back to VergeSense’s cloud.",proptech; artificial-intelligence,L7 Occupancy/tenant; L12 Data/intelligence,Real-estate software / adjacent,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Tolemi,https://www.ycombinator.com/companies/tolemi,tolemi,1502,W2017,Active,20,Boston,Boston,US,Data integration & insights for state and local governments,"A smart city technology platform that helps state and local governments take a data-driven approach to ensure safe, stable, and affordable housing.",govtech; civic-tech,L7 Occupancy/tenant; L12 Data/intelligence,Real-estate software / adjacent,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,REZI,https://www.ycombinator.com/companies/rezi,rezi,1463,W2017,Active,31,New York City,New York City,US,Rent Better,"REZI is a leading real estate technology company founded in 2016 and the only fully remote and automated marketplace for long-term apartment rentals. REZI empowers landlords to lease their vacant apartments using their state-of-the-art platform — guaranteeing the monthly rent, paying up to 12 months of rent upfront, reducing leasing costs, and simplifying the leasing process for several to hundreds of units in a...",real-estate; proptech,L6 Marketing/sales; L7 Occupancy/tenant; L8 FM/maintenance; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,New Story,https://www.ycombinator.com/companies/new-story,new-story,869,S2015,Active,20,"Atlanta, GA, USA",Atlanta,US,We pioneer solutions to end the global housing crisis by empowering…,"Since its inception, NS has raised over $80 million to build thousands of homes across Latin America and impact ~20,000 individuals. In 2021, NS launched a venture capital fund, Hometeam Ventures, focused on early-stage construction and housing innovations. NS graduated from Y Combinator and is a 4x recipient of Fast Company’s Most Innovative Company.",housing; nonprofit; fintech,L5 Construction; L7 Occupancy/tenant; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Resolve,https://www.ycombinator.com/companies/resolve,resolve,797,W2015,Active,10,New York City,New York City,US,Software to accelerate construction by finding issues in 3D BIM,At Resolve we’re accelerating construction to build as fast as the future demands. Construction projects are all slowed down by rework that arises after humans spot issues in real life that slipped through all the hours of design reviews and coordination. Resolve enables construction teams to detect these issues in 3D BIM as early as possible so that we can close the gap between design and reality. By combining...,virtual-reality; construction; design-tools; collaboration; ai,L4 Design/BIM; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,BuildScience,https://www.ycombinator.com/companies/buildscience,buildscience,781,W2015,Active,1,"Niagara Falls, NY, USA",Niagara Falls,US,The operating system for commercial buildings.,"Revolutionizing building management. Our platform allows building owners to deliver better customer service via custom software. We have deployed this in a 1M sq.ft. Class A office building, where we were able to lower operational expenses while improving tenant satisfaction.",proptech; energy; sustainability,L7 Occupancy/tenant; L10 ESG/climate; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Guesty,https://www.ycombinator.com/companies/guesty,guesty,626,W2014,Active,700,New York City,New York City,US,The management platform for the short term rental industry.,"Guesty’s property management software provides property managers and management companies with an end-to-end solution to simplify the complex operational needs of short term rentals. With Guesty, users can manage listings from multiple online travel agencies including Airbnb, Booking.com, Agoda and TripAdvisor, and utilize the company’s guest-centric tools including: Unified Inbox, Automation Tools, 24/7 Guest...",proptech; travel; saas; b2b,L3 Capital/finance; L6 Marketing/sales; L7 Occupancy/tenant; L8 FM/maintenance; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Snapdocs,https://www.ycombinator.com/companies/snapdocs,snapdocs,622,W2014,Active,285,"Portland, OR, USA",Portland,US,digital mortgage closing,"We're building digital infrastructure and workflow tools to connect the many parties involved in real estate transactions. The result is a more digital, online, and automated process for everyone involved.",saas; housing; b2b; enterprise; networks,L3 Capital/finance; L5 Construction; L7 Occupancy/tenant; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,RentHop,https://www.ycombinator.com/companies/renthop,renthop,258,S2009,Active,9,New York City,New York City,US,Apartment rental marketplace,"RentHop (www.renthop.com) helps renters find great apartments. We use sophisticated data analysis to rank apartment listings based on their ""freshness"", their accuracy and completeness and the responsiveness of the manager who listed the apartment on our site. As a renter, you can use list-based or map-based search tools to browse listings and comprehensive search filters to narrow our 100,000+ listings to just...",real-estate; marketplace,L6 Marketing/sales; L7 Occupancy/tenant; L8 FM/maintenance; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,You Got Listings,https://www.ycombinator.com/companies/you-got-listings-inc,you-got-listings-inc,147,W2011,Active,3,,,,All-in-one apartment Marketing Platform for brokerages and landlords.,"You Got Listings is an all-in-one apartment Marketing Platform for brokerages and management companies. Founded in 2009, You Got Listings through innovation and automation has helped push over 3 Million properties in front of prospect renters. We are here to provide the rentals industry with the most comprehensive online marketing solution.",saas; real-estate,L6 Marketing/sales; L7 Occupancy/tenant; L8 FM/maintenance; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Cobblestone,https://www.ycombinator.com/companies/cobblestone,cobblestone,27853,W2023,Acquired,3,New York City,New York City,US,Delinquency reduction and automation software for institutional…,We're building software to help institutional landlords reduce delinquency starting with fraud reduction.,real-estate; fintech; b2b,L8 FM/maintenance; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,TigerEye,https://www.ycombinator.com/companies/tigereye,tigereye,25267,S2022,Acquired,30,San Francisco,San Francisco,US,AI for Construction,TigerEye eliminates bullsh*t so construction professionals can focus on building the infrastructure that makes our world work,saas; construction; artificial-intelligence,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Pulppo,https://www.ycombinator.com/companies/pulppo,pulppo,26862,S2022,Acquired,29,"Mexico City, CDMX, Mexico",Mexico City,MX,Shopify for Real Estate Agents in LATAM,"Pulppo is building Shopify for the real estate brokerages in Latin America. We provide them with performance analytics software, automatic online property listings, a valuation tool and a CRM. We will charge 20% of the 166 billions dollars in annual commissions they generate. From our integrated tool we automate non-value added activities, and give visibility and transparency to agents (CRM) and customers (buyer...",proptech; real-estate,L2 Feasibility; L6 Marketing/sales; L12 Data/intelligence,Property data / transaction infrastructure,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,HomeRoom,https://www.ycombinator.com/companies/homeroom,homeroom,25396,W2022,Acquired,25,San Francisco,San Francisco,US,We Rent Your Property by the Room. You earn 50% more Rent.,"Homeroom helps investors provide affordable housing while making a 22% ROI. We do this by sourcing properties, arranging capital, managing construction, vetting tenants and collecting rent by the room. To date, Homeroom has brought on 85 property investors, growing 6X annually, are bringing in 420K in annualized net-revenue How it works: We help investors buy homes in cities that are attractive to young people,...",real-estate; proptech; machine-learning; nlp; data-engineering,L5 Construction; L7 Occupancy/tenant; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Ladder,https://www.ycombinator.com/companies/ladder,ladder,13090,S2020,Acquired,1,"Atlanta, GA, USA",Atlanta,US,Labor Marketplace for Construction,Ladder is a recruiting platform for the construction trades.,marketplace; construction,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Hent,https://www.ycombinator.com/companies/hent,hent,13484,W2020,Acquired,22,"Recife - Paratibe, Recife - State of Pernambuco, Brazil",Recife,BR,Hent is helping land lot developers to better manage their sales…,Hent is helping land lot developers to better manage their sales receivables and streamline their processes by securing access to capital and connecting all the stakeholders involved.,fintech; proptech,L6 Marketing/sales,Real-estate software / adjacent,D,Directory discovery only; not enough evidence in the official listing for a near-term JCX use case.,yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Downtobid,https://www.ycombinator.com/companies/downtobid,downtobid,12646,S2019,Acquired,5,Los Angeles,Los Angeles,US,Using AI to understand construction plans faster.,"Our product helps GCs automatically identify scopes of work, find qualified local subcontractors, and send personalized bid invites.",construction,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,TaxProper,https://www.ycombinator.com/companies/taxproper,taxproper,12627,S2019,Acquired,8,"Chicago, IL, USA",Chicago,US,TaxProper helps large Real Estate owners manage their property taxes.,"TaxProper is an enterprise SaaS solution that acquires real-time property tax data, encodes local tax rules, and contains all of the operational workflows associated with property tax management. Our core products automate property tax payments, forecast future property tax liability, and help large real estate operators manage their property tax appeals.",real-estate; saas; fintech,L3 Capital/finance; L9 Portfolio/asset; L12 Data/intelligence,Real-estate finance / insurtech,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Obie,https://www.ycombinator.com/companies/obie,obie,12600,S2019,Acquired,120,"Chicago, IL, USA",Chicago,US,Moving Investment Property Insurance Forward,"Since 2017, Obie has simplified real estate investment insurance for landlords, property managers, agents, and investors across the U.S. With expert-backed coverage, intuitive tools, and embedded technology, Obie delivers fast, reliable insurance solutions designed to fit how real estate professionals work today. With $60 billion in coverage secured and $39 million in funding, Obie is redefining what insurance...",real-estate; insurance,L2 Feasibility; L3 Capital/finance; L4 Design/BIM; L8 FM/maintenance; L9 Portfolio/asset,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,ZeroDown,https://www.ycombinator.com/companies/zerodown,zerodown,12391,W2019,Acquired,13,San Francisco,San Francisco,US,Find beautiful homes,"What used to be an integral part of the American Dream, or at least a check mark on the way to adulthood, is now well beyond reach for many of us. And nobody bears the brunt of the current housing crisis more than young folks, who, compared to their parents and grandparents, find themselves saddled with more debt and in possession of fewer assets. But it doesn't have to be this way. At ZeroDown, we're driven by...",real-estate; housing,L3 Capital/finance; L7 Occupancy/tenant,Real-estate finance / insurtech,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Doorport,https://www.ycombinator.com/companies/doorport,doorport,12038,W2019,Acquired,3,San Francisco,San Francisco,US,Acquired by Alarm.com - We make existing apartment access smart.,Acquired by Alarm.com - We make existing apartment access smart.,smart-home-assistants; iot,L12 Data/intelligence,Real-estate software / adjacent,D,Directory discovery only; not enough evidence in the official listing for a near-term JCX use case.,no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,hypcloud,https://www.ycombinator.com/companies/hypcloud,hypcloud,1975,S2018,Acquired,14,"Berlin, Germany",Berlin,DE,A tech-enabled commercial mortgage broker. hypcloud allows property…,A tech-enabled commercial mortgage broker. hypcloud allows property…,fintech; real-estate,L3 Capital/finance; L6 Marketing/sales,Real-estate finance / insurtech,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
